Hostname,Host groups,MAC address,OS version,Manufacturer,Last seen,Asset management,Sensor ID,Tags,Site name,Platform
CORENYCWORK005,f0fa9ea15ba94493b463e1a2a9152f3a,F0-20-FF-5F-A1-7C,Windows 11,Dell Inc.,2026-03-05T21:41:08Z,Managed,9a32dd6bf437492cb1cdd6824bb811db,SensorGroupingTags/The_Core_Club_Fifth,,Windows
CORENYCWORK008,f0fa9ea15ba94493b463e1a2a9152f3a,E4-0D-36-7F-D2-F8,Windows 11,LENOVO,2026-03-05T22:03:51Z,Managed,9cc7a9d76153465693446243b9ddedbc,SensorGroupingTags/The_Core_Club_Fifth,,Windows
CORENYCWORK009,f0fa9ea15ba94493b463e1a2a9152f3a,90-10-57-EE-20-7D,Windows 11,Dell Inc.,2026-03-05T21:45:20Z,Managed,861207f91b3b4bf1a4661ea696b032c7,SensorGroupingTags/The_Core_Club_Fifth,,Windows
CRTHINKPAD,ea82338e40f64ee7bd0fb2bc90d2abf2,B0-47-E9-89-DB-45,Windows 11,LENOVO,2026-03-05T22:03:35Z,Managed,200e4458b1bb4e91af1891729f442e6b,SensorGroupingTags/Dragonfly_Strategists,,Windows
CW-ACALLOS,dd7030c7011f48b99bb742ecf51cf5d7,"02-02-08-2A-BC-38, 90-2E-16-C9-B2-A9",Windows 10,LENOVO,2026-03-05T21:47:53Z,Managed,f1a9ef1d1f13456da9f5ddafe5406353,SensorGroupingTags/Indivest_Inc,Default-First-Site-Name,Windows
CWHV05,dd7030c7011f48b99bb742ecf51cf5d7,B0-26-28-F1-42-FF,Windows Server 2019,Lenovo,2026-03-05T21:39:06Z,Managed,4ad34bfd6caa4b48a174732b07c09a85,SensorGroupingTags/Indivest_Inc,Default-First-Site-Name,Windows
CWTS03,dd7030c7011f48b99bb742ecf51cf5d7,00-15-5D-0C-6D-07,Windows Server 2019,Microsoft Corporation,2026-03-05T21:34:58Z,Managed,98d64adb5cb04efebc6ac9047464477a,SensorGroupingTags/Indivest_Inc,Default-First-Site-Name,Windows
DANNY-DESK,4b0ee933473a40988ceda3c632687df6,B0-4F-13-10-A1-FD,Windows 11,Dell Inc.,2026-03-05T22:05:10Z,Managed,ad6eb4540029400793f3b55bd9ff5420,SensorGroupingTags/Western_Switches_and_Controls,Default-First-Site-Name,Windows
DEBBIE-ALMQUIST,4b0ee933473a40988ceda3c632687df6,A4-BB-6D-A9-B7-C6,Windows 10,Dell Inc.,2026-03-05T21:33:13Z,Managed,ee4f173b99b94da7b98dcf8927e56e5f,SensorGroupingTags/Western_Switches_and_Controls,Default-First-Site-Name,Windows
DELL3030,dd7030c7011f48b99bb742ecf51cf5d7,D0-46-0C-F9-76-D1,Windows 11,Dell Inc.,2026-03-05T21:42:04Z,Managed,97175590b76b4b3a98b60baf715917cb,SensorGroupingTags/Indivest_Inc,Default-First-Site-Name,Windows
DESKTOP-05FKVEG,be3f2489fd364277accfd78b99ff032d,30-E3-7A-F6-20-CF,Windows 10,HP,2026-03-05T22:01:59Z,Managed,ffe6fd5334314bdea3bc0ba21d9193d3,SensorGroupingTags/First_to_Serve_Mid_City_3,,Windows
DESKTOP-0D3VJAA,ea82338e40f64ee7bd0fb2bc90d2abf2,"00-09-0F-FE-00-01, 70-08-94-36-9E-7D",Windows 11,LENOVO,2026-03-05T22:04:03Z,Managed,26f3f7100f9046fdbd209d262dab1b13,SensorGroupingTags/Dragonfly_Strategists,,Windows
DESKTOP-18FBR3J,d90ce69c19134434ab2462ecc944abb4,10-5F-AD-7E-25-FC,Windows 11,LENOVO,2026-03-05T21:45:22Z,Managed,a18a4178113446a0937b30bb20bac5d3,SensorGroupingTags/San_Vicente_Bungalows_NYC,,Windows
DESKTOP-2VVNIE9,324f7aae9f2f4186b751bf21cf74f711,"A4-BB-6D-60-6E-29, 3C-9C-0F-95-8C-9C",Windows 10,Dell Inc.,2026-03-05T21:49:29Z,Managed,76db8342cfcf480eae871e9fb528094e,SensorGroupingTags/First_to_Serve_Mid_City_1,,Windows
DESKTOP-3V2AQUQ,d90ce69c19134434ab2462ecc944abb4,"80-6D-97-63-DC-AE, 12-5F-AD-7F-31-9A, 10-5F-AD-7F-31-9A",Windows 11,LENOVO,2026-03-05T22:04:13Z,Managed,8b73988174624538a5db2f5ba6a680e8,SensorGroupingTags/San_Vicente_Bungalows_NYC,,Windows
DESKTOP-58E42TU,f38765d9e068490c811a84692c88e20d,"80-E8-2C-DA-22-1B, 5C-3A-45-F7-3A-6D",Windows 11,HP,2026-03-05T21:53:50Z,Managed,66a7f45ee5c14ae8b41228e40b3f3767,SensorGroupingTags/First_to_Serve,,Windows
DESKTOP-5M1RQB5,be3f2489fd364277accfd78b99ff032d,28-CD-C4-03-CA-93,Windows 11,HP,2026-03-05T21:44:10Z,Managed,9de519c684f74e30be7e5131e10468d8,SensorGroupingTags/First_to_Serve_Mid_City_3,,Windows
DESKTOP-69URKCF,324f7aae9f2f4186b751bf21cf74f711,FC-01-7C-20-7E-29,Windows 11,HP,2026-03-05T22:00:30Z,Managed,b2df2f33706d44df9e81685ccb0eba9a,SensorGroupingTags/First_to_Serve_Mid_City_1,,Windows
DESKTOP-6PTUUNM,08cb2145f0bd4833a2c3fe995433dcbb,34-17-EB-C8-A6-C6,Windows 10,Dell Inc.,2026-03-05T21:57:25Z,Managed,29a13ad7800e4525ab0f542752a9e5ca,SensorGroupingTags/First_to_Serve_Mid_City_2,,Windows
DESKTOP-7KFLR27,093fc6970d6b408c948efb31d5e5efe2,"E4-54-E8-B3-AA-92, 40-5B-D8-45-8C-C5",Windows 11,Dell Inc.,2026-03-05T21:51:46Z,Managed,d2272f99f6124d96bc347eec241eaeae,SensorGroupingTags/First_to_Serve_Broadway,,Windows
DESKTOP-7VMJ1L8,093fc6970d6b408c948efb31d5e5efe2,64-00-6A-66-1B-69,Windows 10,Dell Inc.,2026-03-05T21:49:05Z,Managed,fad9b275d98e42b7be8b321bac35baea,SensorGroupingTags/First_to_Serve_Broadway,,Windows
DESKTOP-8FIH4K5,,,Windows,LENOVO,2026-02-24T18:29:28Z,Managed,d0d67071268f475c879ac3e9e3637576,SensorGroupingTags/San_Vicente_Bungalows_NYC,,Windows
DESKTOP-95UTF90,f38765d9e068490c811a84692c88e20d,90-B1-1C-7F-A7-21,Windows 10,Dell Inc.,2026-03-05T21:56:23Z,Managed,87b974042d444b06ae5039c119292b47,SensorGroupingTags/First_to_Serve,,Windows
DESKTOP-9RJSA7C,ea82338e40f64ee7bd0fb2bc90d2abf2,"00-09-0F-FE-00-01, 70-A6-CC-BF-80-B5",Windows 11,Dell Inc.,2026-03-05T21:48:39Z,Managed,7f7d5800b13142c2a2fca5cacce6c750,SensorGroupingTags/Dragonfly_Strategists,,Windows
DESKTOP-ADC9QRH,be3f2489fd364277accfd78b99ff032d,3C-F8-62-12-67-7C,Windows 10,HP,2026-03-05T19:39:50Z,Managed,5d5af71698e942e182e7873c8a196439,SensorGroupingTags/First_to_Serve_Mid_City_3,,Windows
DESKTOP-BKURSV3,f38765d9e068490c811a84692c88e20d,"04-0E-3C-1D-F9-42, 08-D2-3E-01-50-5E",Windows 11,HP,2026-03-05T22:03:32Z,Managed,680020d8a97d458b81c0af6793184b06,SensorGroupingTags/First_to_Serve,,Windows
DESKTOP-CEBQFDN,08cb2145f0bd4833a2c3fe995433dcbb,B8-CA-3A-99-1E-DC,Windows 10,Dell Inc.,2026-03-05T21:59:49Z,Managed,8f2a8284c57c4f27ad25ac9e60fba41f,SensorGroupingTags/First_to_Serve_Mid_City_2,,Windows
DESKTOP-CPFM1U8,9b96afa1c3ef4d28b9d03070fbc7f610,64-D6-9A-9F-B0-00,Windows 11,LENOVO,2026-03-05T16:33:18Z,Managed,adeb23a65d2945b3b6e03f55f4129458,SensorGroupingTags/Autocamp_Basecamp,,Windows
DESKTOP-CRI7IBM,ea82338e40f64ee7bd0fb2bc90d2abf2,"00-09-0F-FE-00-01, D8-80-83-9B-32-B9",Windows 11,Dell Inc.,2026-03-05T21:58:46Z,Managed,69b946ca119542c68a5d60c36cfd1c5a,SensorGroupingTags/Dragonfly_Strategists,,Windows
DESKTOP-DJ0N3TK,f38765d9e068490c811a84692c88e20d,40-B0-34-49-44-DE,Windows 10,HP,2026-03-05T21:34:39Z,Managed,3d94470283934cb2aeabe15efb568412,SensorGroupingTags/First_to_Serve,,Windows
DESKTOP-ENO2UBG,08cb2145f0bd4833a2c3fe995433dcbb,FC-01-7C-60-FD-13,Windows 11,HP,2026-03-05T21:57:52Z,Managed,18a35fd081a8483d83d7a67544f9b1d5,SensorGroupingTags/First_to_Serve_Mid_City_2,,Windows
DESKTOP-H3GR7JP,093fc6970d6b408c948efb31d5e5efe2,"04-0E-3C-1D-F9-59, 08-D2-3E-01-7C-37",Windows 11,HP,2026-03-05T19:02:48Z,Managed,b612440dd34f468eb1df027862505bd8,SensorGroupingTags/First_to_Serve_Broadway,,Windows
DESKTOP-I4FSUF0,c3c1fb151d2c4ecca3286b9b5fcfefb1,54-B2-03-89-B7-B3,Windows 10,Intel(R) Client Systems,2026-03-05T21:39:25Z,Managed,c06d6551412845fc8e4650ba5a5a3dc5,SensorGroupingTags/Diversity_HS_Los_Angeles,,Windows
DESKTOP-IHQ18F8,4b0ee933473a40988ceda3c632687df6,D8-9E-F3-33-F5-E7,Windows 10,Dell Inc.,2026-03-05T21:55:07Z,Managed,05305251309e40428ddea0741eb3a8fe,SensorGroupingTags/Western_Switches_and_Controls,Default-First-Site-Name,Windows
DESKTOP-JANELLE,801d2b0c1f6748e197478cabd640f48c,88-B1-11-22-FD-E9,Windows 10,HP,2026-03-05T21:48:16Z,Managed,a0393e1908d8418f9a83ac939d11b1e7,SensorGroupingTags/First_to_Serve_Vernon_Western,,Windows
DESKTOP-JMKC897,,,Windows,Dell Inc.,2026-02-25T17:59:28Z,Managed,edf435efec2a4a75ba926029dc927eb6,SensorGroupingTags/Autocamp_Catskills,,Windows
DESKTOP-K7OFDTH,d90ce69c19134434ab2462ecc944abb4,10-5F-AD-7B-40-17,Windows 11,LENOVO,2026-03-05T22:05:29Z,Managed,f66991b76b51446fb77a3b94427c4a3d,SensorGroupingTags/San_Vicente_Bungalows_NYC,,Windows
DESKTOP-KD974VC,f38765d9e068490c811a84692c88e20d,94-C6-91-94-34-01,Windows 11,Acer,2026-03-05T21:54:19Z,Managed,a9df15d3e8fe4f6e9b0f27311d857d2e,SensorGroupingTags/First_to_Serve,,Windows
DESKTOP-L5UB3HS,ea82338e40f64ee7bd0fb2bc90d2abf2,"00-09-0F-FE-00-01, 00-FF-EA-59-40-86, 70-08-10-90-72-AC",Windows 11,LENOVO,2026-03-05T22:02:11Z,Managed,adc4e3c9766a46ae9793d612dc1beca1,SensorGroupingTags/Dragonfly_Strategists,,Windows
DESKTOP-LOVAHI6,2d6996de01304da5a7f97b91c1bf0174,"00-09-0F-AA-00-01, DC-21-48-0B-81-5A",Windows 11,LENOVO,2026-03-05T22:03:13Z,Managed,f4c4236d89e74354a3ea4b75a3b1d2f6,SensorGroupingTags/Hollywood_Volume,,Windows
DESKTOP-MNCU9T0,093fc6970d6b408c948efb31d5e5efe2,D0-57-7B-CC-83-AA,Windows 10,HP,2026-03-05T22:02:33Z,Managed,23d9cad6a4a348b3b7310b4712809d55,SensorGroupingTags/First_to_Serve_Broadway,,Windows
DESKTOP-OET94EO,f38765d9e068490c811a84692c88e20d,18-60-24-71-F9-25,Windows 10,HP,2026-03-05T21:44:19Z,Managed,1f98da3813814ff08456dd1485a01c04,SensorGroupingTags/First_to_Serve,,Windows
DESKTOP-Q9O5PCI,ea82338e40f64ee7bd0fb2bc90d2abf2,"00-09-0F-FE-00-01, A0-D3-65-B0-93-02",Windows 11,LENOVO,2026-03-05T19:42:36Z,Managed,939b8f4789944aba97a5f6cd56214517,SensorGroupingTags/Dragonfly_Strategists,,Windows
DESKTOP-QO6SL7P,f38765d9e068490c811a84692c88e20d,34-7D-F6-A1-3E-9D,Windows 11,ASUSTeK COMPUTER INC.,2026-03-05T21:42:22Z,Managed,51cf3f1a5fe242958e6de44111d4c25e,SensorGroupingTags/First_to_Serve,,Windows
DESKTOP-RFCDSO2,ea82338e40f64ee7bd0fb2bc90d2abf2,"00-09-0F-FE-00-01, 8C-F8-C5-C8-39-85",Windows 11,Dell Inc.,2026-03-05T21:38:50Z,Managed,fa5b7d0910f14bde847765212b590bc2,SensorGroupingTags/Dragonfly_Strategists,,Windows
DESKTOP-RVHN747,f38765d9e068490c811a84692c88e20d,F4-39-09-24-67-D5,Windows 11,HP,2026-03-05T21:54:49Z,Managed,87b40444a03547fe8ff3baebbd69f856,SensorGroupingTags/First_to_Serve,,Windows
DESKTOP-S6JQPIS,ea82338e40f64ee7bd0fb2bc90d2abf2,"00-09-0F-FE-00-01, 10-98-19-88-49-C9, 58-1C-F8-47-8C-C2",Windows 11,LG Electronics,2026-03-05T21:33:19Z,Managed,a26f9e001e1e4404af608c6dac345659,SensorGroupingTags/Dragonfly_Strategists,,Windows
DESKTOP-SKNLP7G,093fc6970d6b408c948efb31d5e5efe2,64-00-6A-66-1E-DA,Windows 10,Dell Inc.,2026-03-05T21:57:43Z,Managed,782fad444e5148828f2bcf6cddce9b05,SensorGroupingTags/First_to_Serve_Broadway,,Windows
DESKTOP-SPH9VDR,4b4d53e19f594cd5994e8419fbc8d0e2,34-17-EB-AD-E8-F2,Windows 10,Dell Inc.,2026-03-05T21:32:25Z,Managed,46bca63199434b8787afae6e7e36ae24,SensorGroupingTags/First_to_Serve_Figueroa,,Windows
DESKTOP-T5JB52H,f0fa9ea15ba94493b463e1a2a9152f3a,7C-83-34-BC-C8-EF,Windows 10,AZW,2026-03-05T21:33:07Z,Managed,14d01d8b3a3e48089d4d4e4fed4ed943,SensorGroupingTags/The_Core_Club_Fifth,,Windows
DESKTOP-U4EA2FM,f38765d9e068490c811a84692c88e20d,"3C-52-82-31-E8-DF, 70-1C-E7-C8-E0-97",Windows 10,HP,2026-03-05T21:54:14Z,Managed,840504cbb728429f953c0e93680b2bcc,SensorGroupingTags/First_to_Serve,,Windows
DESKTOP-UG51G5P,093fc6970d6b408c948efb31d5e5efe2,"00-01-6C-D5-EE-9F, 54-8C-A0-11-95-AF",Windows 10,LENOVO,2026-03-05T21:33:10Z,Managed,3d4301e974d044149bae491daf600a65,SensorGroupingTags/First_to_Serve_Broadway,,Windows
DESKTOP-VB4HF0O,f38765d9e068490c811a84692c88e20d,18-66-DA-2B-09-A4,Windows 10,Dell Inc.,2026-03-05T21:39:33Z,Managed,70101fcace4d4559a8ccc020f8a2b9ec,SensorGroupingTags/First_to_Serve,,Windows
DESKTOP-VMFUP40,3b9e1794d2764b5dbfc4340ed8f8f80b,"E0-D5-5E-67-1F-97, E0-D5-5E-67-1F-96",Windows 10,"Gigabyte Technology Co., Ltd.",2026-03-05T21:44:35Z,Managed,5190cfb5e91f4c34b2cad489b185ad9c,SensorGroupingTags/Malibu_Beach_Inn,,Windows
DESKTOP15,08cb2145f0bd4833a2c3fe995433dcbb,3C-F8-62-10-F2-16,Windows 10,HP,2026-03-05T21:59:36Z,Managed,bdc936296b844bc99c535c685ddc704f,SensorGroupingTags/First_to_Serve_Mid_City_2,,Windows
DFLY-LAPTOP-AH,ea82338e40f64ee7bd0fb2bc90d2abf2,DC-21-48-E1-3B-B5,Windows 11,Dell Inc.,2026-03-05T22:02:23Z,Managed,c24a5246919f4d8f9624cf9dde27f506,SensorGroupingTags/Dragonfly_Strategists,,Windows
DIRHSKPING-BH,0ef4a14e951845899d4fbf89b502001d,"00-4E-01-BE-58-80, E8-6F-38-A9-6A-B7",Windows 11,Dell Inc.,2026-02-27T17:06:32Z,Managed,a92db5dee46644c0bd39439c8a495255,SensorGroupingTags/Triumph_Hotels_Hotel_Belleclaire,Default-First-Site-Name,Windows
ENG2-EVE,8d63f2341fcf410d9b8c63c205ff6b03,18-66-DA-08-50-4D,Windows 10,Dell Inc.,2026-03-03T17:31:52Z,Managed,d32e6ee88335418b88704f11cceca431,SensorGroupingTags/Triumph_Hotels_The_Evelyn,,Windows
ENGCREW,5e247f20275641c49a45fb35c8a2892f,"74-5D-22-06-66-01, 70-D8-C2-01-5B-2B",Windows 11,LENOVO,2026-03-05T21:54:59Z,Managed,1eb13083fd1849b3826665d09ac1ba9c,SensorGroupingTags/Miyako_Hybrid_Hotel_Torrance,Torrance,Windows
ENGIN-HB,0ef4a14e951845899d4fbf89b502001d,A4-BB-6D-A1-F3-6B,Windows 11,Dell Inc.,2026-03-02T18:43:29Z,Managed,0ac9218a1b48491191d1d3d18753dd36,SensorGroupingTags/Triumph_Hotels_Hotel_Belleclaire,Default-First-Site-Name,Windows
EUNICENUC,4e8a9020b1b14252a7497d466a4430e4,94-C6-91-A3-B4-2B,Windows 10,Intel(R) Client Systems,2026-03-05T21:37:07Z,Managed,7dbd7161333846f68d5fa86877e8a90b,SensorGroupingTags/Diversity_HS_Tustin_Dow,,Windows
EXEC-ASST,dd7030c7011f48b99bb742ecf51cf5d7,00-D8-61-92-8B-D6,Windows 10,LENOVO,2026-03-05T21:51:00Z,Managed,ce94b478a9884023b6d1b02bcdbf1d23,SensorGroupingTags/Indivest_Inc,Default-First-Site-Name,Windows
EXECASSISTANT,67d75ffb4a9e4cb9940fcd1b4f4875c6,A4-BB-6D-A8-FC-59,Windows 11,Dell Inc.,2026-03-04T18:14:06Z,Managed,9fb54a737d7c43c2a8df001c4c6e5282,SensorGroupingTags/San_Ysidro_Ranch,Default-First-Site-Name,Windows
FD003,5d0b241545e64e9ba992116f7ca3e27f,"C4-EF-BB-9E-BF-E2, 28-A4-4A-38-1A-FD",Windows 11,LENOVO,2026-03-05T21:29:31Z,Managed,e8c8bd10eae3437f88d8b54c1712cf20,SensorGroupingTags/Miyako_Hotel_Los_Angeles,Downtown,Windows
FD1-CS,ab6dc08bbc7648988db272283d79a675,50-9A-4C-41-A8-94,Windows 10,Dell Inc.,2026-02-27T22:51:57Z,Managed,5589098bc0f246b4a56ec16977ecfb70,SensorGroupingTags/Triumph_Hotels_The_Frederick_Hotel,Default-First-Site-Name,Windows
FD2-CS,ab6dc08bbc7648988db272283d79a675,"50-9A-4C-41-E7-91, 28-16-AD-8B-5B-A5",Windows 10,Dell Inc.,2026-02-27T22:54:43Z,Managed,c347de317d264ebd8d352371967e7d04,SensorGroupingTags/Triumph_Hotels_The_Frederick_Hotel,Default-First-Site-Name,Windows
FD3,4981b90e8d6f46bbadc7b69178ab2fe6,48-4D-7E-E0-67-05,Windows 10,Dell Inc.,2026-02-26T00:00:23Z,Managed,65444a167eb3400bb5a57d4fbc8195ff,SensorGroupingTags/Triumph_Hotels_Hotel_Edison,Default-First-Site-Name,Windows
FD7,4981b90e8d6f46bbadc7b69178ab2fe6,48-4D-7E-E0-69-C7,Windows 10,Dell Inc.,2026-02-25T20:51:33Z,Managed,7f082ca883b94d188218fd758d6bc7e4,SensorGroupingTags/Triumph_Hotels_Hotel_Edison,Default-First-Site-Name,Windows
FDESK1-HB,0ef4a14e951845899d4fbf89b502001d,A4-BB-6D-98-C2-FA,Windows 10,Dell Inc.,2026-02-27T04:06:05Z,Managed,d43446883a8b4c3e863a247216d80c6d,SensorGroupingTags/Triumph_Hotels_Hotel_Belleclaire,Default-First-Site-Name,Windows
FDESK2-INY,2d2715c350354153ad1f4b250c1fee3b,E4-54-E8-65-B2-82,Windows 11,Dell Inc.,2026-02-28T00:15:29Z,Managed,b17eda27d8744052bc2cef37d0e1b581,SensorGroupingTags/Triumph_Hotels_The_Iroquois,,Windows
FDMANAGER,67d75ffb4a9e4cb9940fcd1b4f4875c6,A4-BB-6D-A9-39-2B,Windows 11,Dell Inc.,2026-03-05T21:51:42Z,Managed,f3da1e9c42da4c1e8e9dc0439d2ef034,SensorGroupingTags/San_Ysidro_Ranch,Default-First-Site-Name,Windows
FERNANDO,4b0ee933473a40988ceda3c632687df6,D8-9E-F3-33-FA-F3,Windows 10,Dell Inc.,2026-03-05T21:59:18Z,Managed,b740913d456a445796844e3edd0816cc,SensorGroupingTags/Western_Switches_and_Controls,Default-First-Site-Name,Windows
FOD-WJ,5947ebd3543d40c893055efda4b6764d,B0-4F-13-10-A7-62,Windows 10,Dell Inc.,2026-03-05T21:58:24Z,Managed,0e46ae3c9cc54fa98047fa2cbcb03446,SensorGroupingTags/Triumph_Hotels_The_Washington_Jefferson,Default-First-Site-Name,Windows
FRONTDESK1,d90ce69c19134434ab2462ecc944abb4,"C4-C6-E6-B3-9D-F0, C4-47-4E-E2-70-B6",Windows 11,LENOVO,2026-03-05T21:52:25Z,Managed,7e9299c7cc714ec1b57ae362cc0c093b,SensorGroupingTags/San_Vicente_Bungalows_NYC,,Windows
FRONTDESKPC,ca530d6457aa4a6493f6c4cc67b437d6,58-02-05-47-50-38,Windows 11,HP,2026-03-05T21:47:30Z,Managed,0b87335ac066434cb80e521b30bd6542,SensorGroupingTags/Moxie_Restaurant_Ventures,,Windows
FTS,8e3b2edf030942db88277765236c8066,6C-02-E0-6C-EE-C0,Windows 11,HP,2026-03-05T21:55:19Z,Managed,ce0a62653b8046a5a01835b1afb19e46,SensorGroupingTags/First_to_Serve_Corporate_9th,,Windows
FTS,be3f2489fd364277accfd78b99ff032d,94-18-65-CD-53-73,Windows 11,Dell Inc.,2026-03-05T21:44:00Z,Managed,d6795bac90f9479f9c06a097eca5e1fc,SensorGroupingTags/First_to_Serve_Mid_City_3,,Windows
GENETEC-MAIN,775435209df14c20946d1132cca4d812,00-15-5D-0A-9E-05,Windows Server 2019,Microsoft Corporation,2026-03-05T21:59:24Z,Managed,515630756d3c40ec8c365628e1ec0e28,SensorGroupingTags/Shore_Hotel,Default-First-Site-Name,Windows
GENETEC-SECONDA,775435209df14c20946d1132cca4d812,00-15-5D-0A-9E-04,Windows Server 2019,Microsoft Corporation,2026-03-05T21:37:23Z,Managed,344bbc16e1404fe9bb2be534c8bdb7f3,SensorGroupingTags/Shore_Hotel,Default-First-Site-Name,Windows
GEOGETTE,f38765d9e068490c811a84692c88e20d,"C8-D3-FF-D9-B3-DB, 58-FB-84-BD-C5-18",Windows 10,HP,2026-03-05T21:50:43Z,Managed,7cc8c86c62c3437d870b8755be4dd9a6,SensorGroupingTags/First_to_Serve,,Windows
GRVD002,ca530d6457aa4a6493f6c4cc67b437d6,58-6D-67-73-DB-1F,Windows 11,LENOVO,2026-03-05T22:03:04Z,Managed,6d6ac773699744339bfb6682e30d19cb,SensorGroupingTags/Moxie_Restaurant_Ventures,,Windows
GRVL001,,,Windows,LENOVO,2026-02-25T19:13:27Z,Managed,7e62925be8064a159df4decdbb68c75c,SensorGroupingTags/Moxie_Restaurant_Ventures,,Windows
GRVL008,ca530d6457aa4a6493f6c4cc67b437d6,"38-7C-76-A1-6E-05, 38-7C-76-99-CD-4F, BC-03-58-36-85-F3",Windows 11,LENOVO,2026-03-05T21:49:54Z,Managed,f37f06b9be51417683ac22d2ce93ffe4,SensorGroupingTags/Moxie_Restaurant_Ventures,,Windows
GRVL010,ca530d6457aa4a6493f6c4cc67b437d6,B8-5C-5C-01-08-CE,Windows 11,Microsoft Corporation,2026-03-05T21:37:41Z,Managed,1aa1289373e64f708adbe3302392ced4,SensorGroupingTags/Moxie_Restaurant_Ventures,,Windows
HABIBI,be3f2489fd364277accfd78b99ff032d,28-CD-C4-51-D3-03,Windows 11,HP,2026-03-05T21:44:57Z,Managed,e53a24c4ba49493d94efead08540d7db,SensorGroupingTags/First_to_Serve_Mid_City_3,,Windows
HLA-MEC-ASSA-O1,353b7f9c0e804b95b0a1b09b9da14a66,C4-00-AD-17-CA-8C,Windows 10,Hewlett Packard Enterprise,2026-03-05T21:38:43Z,Managed,4d1973f18325488c8f2e52c9ae3f25c5,SensorGroupingTags/The_Aster,Default-First-Site-Name,Windows
HLA-NS-01,353b7f9c0e804b95b0a1b09b9da14a66,30-9C-23-FA-26-54,Windows 10,LENOVO,2026-03-05T22:00:21Z,Managed,9f439a9bc97c475a9b6ec6e53b5395ad,SensorGroupingTags/The_Aster,Default-First-Site-Name,Windows
HLA-OPS-WS-02,353b7f9c0e804b95b0a1b09b9da14a66,04-D3-B0-DC-17-52,Windows 10,LENOVO,2026-03-05T21:52:31Z,Managed,8f64eb8f470948889ef36d2f7dc2d737,SensorGroupingTags/The_Aster,Default-First-Site-Name,Windows
HLA-OPTIMALCTRL,353b7f9c0e804b95b0a1b09b9da14a66,94-C6-91-82-E9-2A,Windows 10,LENOVO,2026-03-05T21:36:37Z,Managed,c25f7431381348c0808dd2b2ead823df,SensorGroupingTags/The_Aster,Default-First-Site-Name,Windows
HR-GUEST-05,88d5d49def4f40ee820af18ea8c0b5d0,D8-F3-BC-BE-19-07,Windows 11,LENOVO,2026-03-05T21:47:13Z,Managed,9a0c97750bec4ff8a60ddd147643acb5,SensorGroupingTags/San_Vicente_Club_Santa_Monica,,Windows
HRH-AUVIK,df41f96ec07043a699672ae194a34a75,00-15-5D-14-29-05,Windows Server 2025,Microsoft Corporation,2026-03-05T21:55:40Z,Managed,4f8f8b66bb4f4bb1bd344b73f3885274,SensorGroupingTags/The_Hollywood_Roosevelt,Default-First-Site-Name,Windows
HRH-DUETTO,df41f96ec07043a699672ae194a34a75,54-80-28-65-60-CD,Windows Server 2012 R2,HPE,2026-03-05T21:44:11Z,Managed,2a51f7a18fa94240b18aabd6f0b0bd38,SensorGroupingTags/The_Hollywood_Roosevelt,,Windows
HRH-HYPERVSRVR,df41f96ec07043a699672ae194a34a75,"40-5B-7F-97-6C-34, 40-5B-7F-97-6C-32, 40-5B-7F-97-6C-33",Windows Server 2025,HPE,2026-03-05T21:58:23Z,Managed,95a8688adca2425081a5cb805f853c9c,SensorGroupingTags/The_Hollywood_Roosevelt,,Windows
HRH-IFC,df41f96ec07043a699672ae194a34a75,00-15-5D-14-29-02,Windows Server 2025,Microsoft Corporation,2026-03-05T21:32:47Z,Managed,9702c5428145408091eeb871c32bc389,SensorGroupingTags/The_Hollywood_Roosevelt,Default-First-Site-Name,Windows
HRH-OPENEYE,df41f96ec07043a699672ae194a34a75,"D8-5E-D3-85-4C-43, D8-5E-D3-85-4C-44",Windows 10,"Gigabyte Technology Co., Ltd.",2026-03-05T21:55:55Z,Managed,05a5e2f66fe641c0a9c2317a7a2f1c28,SensorGroupingTags/The_Hollywood_Roosevelt,,Windows
HRH-OPI,df41f96ec07043a699672ae194a34a75,00-15-5D-14-29-01,Windows Server 2025,Microsoft Corporation,2026-03-05T22:03:39Z,Managed,54be65889241400381ab5654039794f7,SensorGroupingTags/The_Hollywood_Roosevelt,Default-First-Site-Name,Windows
HRH-VISIONLINE,df41f96ec07043a699672ae194a34a75,00-15-5D-14-29-04,Windows Server 2025,Microsoft Corporation,2026-03-05T21:39:41Z,Managed,d025010b4a01494c9b9c1063ef0e6cb9,SensorGroupingTags/The_Hollywood_Roosevelt,Default-First-Site-Name,Windows
HRH100,df41f96ec07043a699672ae194a34a75,"88-AE-DD-1A-2B-81, A0-D7-68-21-79-D6",Windows 11,LENOVO,2026-03-05T21:58:35Z,Managed,8f78a069a9584163aeb7001690123943,SensorGroupingTags/The_Hollywood_Roosevelt,Default-First-Site-Name,Windows
HRH103,df41f96ec07043a699672ae194a34a75,F8-CE-72-20-58-1A,Windows 11,LENOVO,2026-03-05T21:38:19Z,Managed,9580a7779b8e4dba8986fa3974b108c5,SensorGroupingTags/The_Hollywood_Roosevelt,Default-First-Site-Name,Windows
HRH91,df41f96ec07043a699672ae194a34a75,98-FA-9B-28-CC-7C,Windows 11,LENOVO,2026-03-05T21:56:39Z,Managed,7f2acfce8e804b498674c36d7784fe8b,SensorGroupingTags/The_Hollywood_Roosevelt,Default-First-Site-Name,Windows
