Hostname,Host groups,MAC address,OS version,Manufacturer,Last seen,Asset management,Sensor ID,Tags,Site name,Platform,Site Name,Device Hostname,Device Description,Software,Version
laxthsimcaps,eb1b27a9dd534c939ff995bb7d1b6383,D8-BB-C1-BC-58-02,Windows 10,LENOVO,2026-03-05T21:43:31Z,Managed,9ad5180b56264e24abc1dd8a2941ae30,hollywood grande,,Windows,hollywood grande,laxthsimcaps,*OLD* CAPS Server,PuTTY release 0.83 (64-bit),0.83.0.0
laxthsimcaps,eb1b27a9dd534c939ff995bb7d1b6383,D8-BB-C1-BC-58-02,Windows 10,LENOVO,2026-03-05T21:43:31Z,Managed,9ad5180b56264e24abc1dd8a2941ae30,hollywood grande,,Windows,hollywood grande,laxthsimcaps,*OLD* CAPS Server,Realtek Audio Driver,6.0.9376.1
laxthsimcaps,eb1b27a9dd534c939ff995bb7d1b6383,D8-BB-C1-BC-58-02,Windows 10,LENOVO,2026-03-05T21:43:31Z,Managed,9ad5180b56264e24abc1dd8a2941ae30,hollywood grande,,Windows,hollywood grande,laxthsimcaps,*OLD* CAPS Server,Sentinel Agent,25.1.334
laxthsimcaps,eb1b27a9dd534c939ff995bb7d1b6383,D8-BB-C1-BC-58-02,Windows 10,LENOVO,2026-03-05T21:43:31Z,Managed,9ad5180b56264e24abc1dd8a2941ae30,hollywood grande,,Windows,hollywood grande,laxthsimcaps,*OLD* CAPS Server,SQL Server Browser for SQL Server 2012,11.4.7001.0
laxthsimcaps,eb1b27a9dd534c939ff995bb7d1b6383,D8-BB-C1-BC-58-02,Windows 10,LENOVO,2026-03-05T21:43:31Z,Managed,9ad5180b56264e24abc1dd8a2941ae30,hollywood grande,,Windows,hollywood grande,laxthsimcaps,*OLD* CAPS Server,AnyDesk,ad 9.0.9
laxthsimcaps,eb1b27a9dd534c939ff995bb7d1b6383,D8-BB-C1-BC-58-02,Windows 10,LENOVO,2026-03-05T21:43:31Z,Managed,9ad5180b56264e24abc1dd8a2941ae30,hollywood grande,,Windows,hollywood grande,laxthsimcaps,*OLD* CAPS Server,Advanced Monitoring Agent Network Management,44.2.0.7
laxthsimcaps,eb1b27a9dd534c939ff995bb7d1b6383,D8-BB-C1-BC-58-02,Windows 10,LENOVO,2026-03-05T21:43:31Z,Managed,9ad5180b56264e24abc1dd8a2941ae30,hollywood grande,,Windows,hollywood grande,laxthsimcaps,*OLD* CAPS Server,Advanced IP Scanner 2.5,2.5.3850
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,SevenRoomsPosInstaller,1.0.0
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,Microsoft Visual C++ 2015-2019 Redistributable (x86) - 14.29.30135,14.29.30135.0
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,Microsoft Visual C++ 2015-2019 Redistributable (x64) - 14.29.30139,14.29.30139.0
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.21005,12.0.21005.1
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030,11.0.61030.0
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219,10.0.40219
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17,9.0.30729
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,Microsoft POS for .NET 1.14.1,1.14.1708.8001
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,Microsoft Edge,143.0.3650.96
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,MicrosGivex,1.2.6.0
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,Givex Micros version 1.2.9,1.2.9
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,FreewayMsrLib POI Device Drivers,1.2.11.0
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,Freedompay StandAlone Service,2.0.5.7
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,FreedomPay Remote Update Service,1.6.0.4
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,EMCClient,19.8.2.0
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,DigitalPersona Biometric SDK Runtime,3.5.0.233
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,Datto Windows Agent,3.0.18.20
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,Datto RMM,4.4.10516.10516
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,AnyDesk,ad 9.5.9
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,Givex Micros version 1.3.1,1.3.1
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,Virtio-win-guest-tools,0.1.271
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,WIN32 CAL Client,3.1.4.160
laxkncaps-000,eb1b27a9dd534c939ff995bb7d1b6383,BC-24-11-E5-94-F5,Windows Server 2022,QEMU,2026-03-05T21:40:54Z,Managed,7f071d4794654abeade0f1f61ba9f170,hollywood grande,,Windows,hollywood grande,laxkncaps-000,LAXKNCAPS-000,Zoom Workplace,6.5.12 (14128)
laxknpr7-004,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-16-E6,Windows 10,"Oracle America, Inc",2026-03-05T22:04:05Z,Managed,6b9fca95c9c14bb28fecec155f2e2e54,hollywood grande,,Windows,hollywood grande,laxknpr7-004,Mes Amis (Server Station front of the Bar),Sentinel Agent,24.1.257
laxknpr7-004,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-16-E6,Windows 10,"Oracle America, Inc",2026-03-05T22:04:05Z,Managed,6b9fca95c9c14bb28fecec155f2e2e54,hollywood grande,,Windows,hollywood grande,laxknpr7-004,Mes Amis (Server Station front of the Bar),WIN32 CAL Client,3.1.4.160
laxknpr7-004,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-16-E6,Windows 10,"Oracle America, Inc",2026-03-05T22:04:05Z,Managed,6b9fca95c9c14bb28fecec155f2e2e54,hollywood grande,,Windows,hollywood grande,laxknpr7-004,Mes Amis (Server Station front of the Bar),Microsoft Visual C++ 2015-2019 Redistributable (x86) - 14.29.30135,14.29.30135.0
laxknpr7-004,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-16-E6,Windows 10,"Oracle America, Inc",2026-03-05T22:04:05Z,Managed,6b9fca95c9c14bb28fecec155f2e2e54,hollywood grande,,Windows,hollywood grande,laxknpr7-004,Mes Amis (Server Station front of the Bar),Microsoft Visual C++ 2015-2019 Redistributable (x64) - 14.29.30139,14.29.30139.0
laxknpr7-004,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-16-E6,Windows 10,"Oracle America, Inc",2026-03-05T22:04:05Z,Managed,6b9fca95c9c14bb28fecec155f2e2e54,hollywood grande,,Windows,hollywood grande,laxknpr7-004,Mes Amis (Server Station front of the Bar),Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030,11.0.61030.0
laxknpr7-004,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-16-E6,Windows 10,"Oracle America, Inc",2026-03-05T22:04:05Z,Managed,6b9fca95c9c14bb28fecec155f2e2e54,hollywood grande,,Windows,hollywood grande,laxknpr7-004,Mes Amis (Server Station front of the Bar),Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.21005,12.0.21005.1
laxknpr7-004,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-16-E6,Windows 10,"Oracle America, Inc",2026-03-05T22:04:05Z,Managed,6b9fca95c9c14bb28fecec155f2e2e54,hollywood grande,,Windows,hollywood grande,laxknpr7-004,Mes Amis (Server Station front of the Bar),Freedompay StandAlone Service,2.0.5.7
laxknpr7-004,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-16-E6,Windows 10,"Oracle America, Inc",2026-03-05T22:04:05Z,Managed,6b9fca95c9c14bb28fecec155f2e2e54,hollywood grande,,Windows,hollywood grande,laxknpr7-004,Mes Amis (Server Station front of the Bar),FreewayMsrLib POI Device Drivers,1.2.11.0
laxknpr7-004,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-16-E6,Windows 10,"Oracle America, Inc",2026-03-05T22:04:05Z,Managed,6b9fca95c9c14bb28fecec155f2e2e54,hollywood grande,,Windows,hollywood grande,laxknpr7-004,Mes Amis (Server Station front of the Bar),Intel(R) Chipset Device Software,10.1.18121.8164
laxknpr7-004,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-16-E6,Windows 10,"Oracle America, Inc",2026-03-05T22:04:05Z,Managed,6b9fca95c9c14bb28fecec155f2e2e54,hollywood grande,,Windows,hollywood grande,laxknpr7-004,Mes Amis (Server Station front of the Bar),Intel(R) Management Engine Components,1937.12.0.1312
laxknpr7-004,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-16-E6,Windows 10,"Oracle America, Inc",2026-03-05T22:04:05Z,Managed,6b9fca95c9c14bb28fecec155f2e2e54,hollywood grande,,Windows,hollywood grande,laxknpr7-004,Mes Amis (Server Station front of the Bar),Intel(R) Processor Graphics,26.20.100.7323
laxknpr7-004,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-16-E6,Windows 10,"Oracle America, Inc",2026-03-05T22:04:05Z,Managed,6b9fca95c9c14bb28fecec155f2e2e54,hollywood grande,,Windows,hollywood grande,laxknpr7-004,Mes Amis (Server Station front of the Bar),Intel(R) Serial IO,30.100.1915.1
laxknpr7-004,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-16-E6,Windows 10,"Oracle America, Inc",2026-03-05T22:04:05Z,Managed,6b9fca95c9c14bb28fecec155f2e2e54,hollywood grande,,Windows,hollywood grande,laxknpr7-004,Mes Amis (Server Station front of the Bar),Intel(R) Wireless Bluetooth(R),21.40.1.1
laxknpr7-004,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-16-E6,Windows 10,"Oracle America, Inc",2026-03-05T22:04:05Z,Managed,6b9fca95c9c14bb28fecec155f2e2e54,hollywood grande,,Windows,hollywood grande,laxknpr7-004,Mes Amis (Server Station front of the Bar),Microsoft POS for .NET 1.14.1,1.14.1708.8001
laxknpr7-004,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-16-E6,Windows 10,"Oracle America, Inc",2026-03-05T22:04:05Z,Managed,6b9fca95c9c14bb28fecec155f2e2e54,hollywood grande,,Windows,hollywood grande,laxknpr7-004,Mes Amis (Server Station front of the Bar),Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17,9.0.30729
laxknpr7-004,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-16-E6,Windows 10,"Oracle America, Inc",2026-03-05T22:04:05Z,Managed,6b9fca95c9c14bb28fecec155f2e2e54,hollywood grande,,Windows,hollywood grande,laxknpr7-004,Mes Amis (Server Station front of the Bar),Datto RMM,4.4.10516.10516
laxknpr7-004,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-16-E6,Windows 10,"Oracle America, Inc",2026-03-05T22:04:05Z,Managed,6b9fca95c9c14bb28fecec155f2e2e54,hollywood grande,,Windows,hollywood grande,laxknpr7-004,Mes Amis (Server Station front of the Bar),DigitalPersona Biometric SDK Runtime,3.5.0.233
laxknpr7-004,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-16-E6,Windows 10,"Oracle America, Inc",2026-03-05T22:04:05Z,Managed,6b9fca95c9c14bb28fecec155f2e2e54,hollywood grande,,Windows,hollywood grande,laxknpr7-004,Mes Amis (Server Station front of the Bar),FreedomPay Remote Update Service,1.9.0.1
laxknpr7-010,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-15-4C,Windows 10,"Oracle America, Inc",2026-03-05T21:37:40Z,Managed,cd406aab8b4b400995b17a4cbb95a76d,hollywood grande,,Windows,hollywood grande,laxknpr7-010,IRD (In-Room Dining),Freedompay StandAlone Service,2.0.5.7
laxknpr7-010,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-15-4C,Windows 10,"Oracle America, Inc",2026-03-05T21:37:40Z,Managed,cd406aab8b4b400995b17a4cbb95a76d,hollywood grande,,Windows,hollywood grande,laxknpr7-010,IRD (In-Room Dining),FreewayMsrLib POI Device Drivers,1.2.11.0
laxknpr7-010,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-15-4C,Windows 10,"Oracle America, Inc",2026-03-05T21:37:40Z,Managed,cd406aab8b4b400995b17a4cbb95a76d,hollywood grande,,Windows,hollywood grande,laxknpr7-010,IRD (In-Room Dining),Intel(R) Chipset Device Software,10.1.18121.8164
laxknpr7-010,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-15-4C,Windows 10,"Oracle America, Inc",2026-03-05T21:37:40Z,Managed,cd406aab8b4b400995b17a4cbb95a76d,hollywood grande,,Windows,hollywood grande,laxknpr7-010,IRD (In-Room Dining),Intel(R) Management Engine Components,1937.12.0.1312
laxknpr7-010,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-15-4C,Windows 10,"Oracle America, Inc",2026-03-05T21:37:40Z,Managed,cd406aab8b4b400995b17a4cbb95a76d,hollywood grande,,Windows,hollywood grande,laxknpr7-010,IRD (In-Room Dining),Intel(R) Processor Graphics,26.20.100.7323
laxknpr7-010,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-15-4C,Windows 10,"Oracle America, Inc",2026-03-05T21:37:40Z,Managed,cd406aab8b4b400995b17a4cbb95a76d,hollywood grande,,Windows,hollywood grande,laxknpr7-010,IRD (In-Room Dining),Intel(R) Serial IO,30.100.1915.1
laxknpr7-010,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-15-4C,Windows 10,"Oracle America, Inc",2026-03-05T21:37:40Z,Managed,cd406aab8b4b400995b17a4cbb95a76d,hollywood grande,,Windows,hollywood grande,laxknpr7-010,IRD (In-Room Dining),Intel(R) Wireless Bluetooth(R),21.40.1.1
laxknpr7-010,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-15-4C,Windows 10,"Oracle America, Inc",2026-03-05T21:37:40Z,Managed,cd406aab8b4b400995b17a4cbb95a76d,hollywood grande,,Windows,hollywood grande,laxknpr7-010,IRD (In-Room Dining),Microsoft POS for .NET 1.14.1,1.14.1708.8001
laxknpr7-010,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-15-4C,Windows 10,"Oracle America, Inc",2026-03-05T21:37:40Z,Managed,cd406aab8b4b400995b17a4cbb95a76d,hollywood grande,,Windows,hollywood grande,laxknpr7-010,IRD (In-Room Dining),Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17,9.0.30729
laxknpr7-010,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-15-4C,Windows 10,"Oracle America, Inc",2026-03-05T21:37:40Z,Managed,cd406aab8b4b400995b17a4cbb95a76d,hollywood grande,,Windows,hollywood grande,laxknpr7-010,IRD (In-Room Dining),Microsoft Visual C++ 2015-2019 Redistributable (x64) - 14.29.30139,14.29.30139.0
laxknpr7-010,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-15-4C,Windows 10,"Oracle America, Inc",2026-03-05T21:37:40Z,Managed,cd406aab8b4b400995b17a4cbb95a76d,hollywood grande,,Windows,hollywood grande,laxknpr7-010,IRD (In-Room Dining),Microsoft Visual C++ 2015-2019 Redistributable (x86) - 14.29.30135,14.29.30135.0
laxknpr7-010,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-15-4C,Windows 10,"Oracle America, Inc",2026-03-05T21:37:40Z,Managed,cd406aab8b4b400995b17a4cbb95a76d,hollywood grande,,Windows,hollywood grande,laxknpr7-010,IRD (In-Room Dining),Sentinel Agent,24.1.257
laxknpr7-010,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-15-4C,Windows 10,"Oracle America, Inc",2026-03-05T21:37:40Z,Managed,cd406aab8b4b400995b17a4cbb95a76d,hollywood grande,,Windows,hollywood grande,laxknpr7-010,IRD (In-Room Dining),WIN32 CAL Client,3.1.4.155
laxknpr7-010,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-15-4C,Windows 10,"Oracle America, Inc",2026-03-05T21:37:40Z,Managed,cd406aab8b4b400995b17a4cbb95a76d,hollywood grande,,Windows,hollywood grande,laxknpr7-010,IRD (In-Room Dining),Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030,11.0.61030.0
laxknpr7-010,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-15-4C,Windows 10,"Oracle America, Inc",2026-03-05T21:37:40Z,Managed,cd406aab8b4b400995b17a4cbb95a76d,hollywood grande,,Windows,hollywood grande,laxknpr7-010,IRD (In-Room Dining),Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.21005,12.0.21005.1
laxknpr7-010,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-15-4C,Windows 10,"Oracle America, Inc",2026-03-05T21:37:40Z,Managed,cd406aab8b4b400995b17a4cbb95a76d,hollywood grande,,Windows,hollywood grande,laxknpr7-010,IRD (In-Room Dining),FreedomPay Remote Update Service,1.6.0.4
laxknpr7-010,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-15-4C,Windows 10,"Oracle America, Inc",2026-03-05T21:37:40Z,Managed,cd406aab8b4b400995b17a4cbb95a76d,hollywood grande,,Windows,hollywood grande,laxknpr7-010,IRD (In-Room Dining),Datto RMM,4.4.10516.10516
laxknpr7-010,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-15-4C,Windows 10,"Oracle America, Inc",2026-03-05T21:37:40Z,Managed,cd406aab8b4b400995b17a4cbb95a76d,hollywood grande,,Windows,hollywood grande,laxknpr7-010,IRD (In-Room Dining),DigitalPersona Biometric SDK Runtime,3.5.0.233
laptop-on4dbl86,eb1b27a9dd534c939ff995bb7d1b6383,"04-7B-CB-FF-98-37, 00-15-5D-47-08-7E, 00-15-5D-35-21-21, 00-15-5D-09-54-00, E8-C8-29-CB-90-21",Windows 11,LENOVO,2026-03-05T21:58:54Z,Managed,aea93c3f11c04f9790429599019b3ea5,hollywood grande,Default-First-Site-Name,Windows,hollywood grande,laptop-on4dbl86,LAPTOP-HCTSRKNA,Seclore,3.31.8.0
laptop-on4dbl86,eb1b27a9dd534c939ff995bb7d1b6383,"04-7B-CB-FF-98-37, 00-15-5D-47-08-7E, 00-15-5D-35-21-21, 00-15-5D-09-54-00, E8-C8-29-CB-90-21",Windows 11,LENOVO,2026-03-05T21:58:54Z,Managed,aea93c3f11c04f9790429599019b3ea5,hollywood grande,Default-First-Site-Name,Windows,hollywood grande,laptop-on4dbl86,LAPTOP-HCTSRKNA,SAVIE 5 (Client),5.0.0.176
laptop-on4dbl86,eb1b27a9dd534c939ff995bb7d1b6383,"04-7B-CB-FF-98-37, 00-15-5D-47-08-7E, 00-15-5D-35-21-21, 00-15-5D-09-54-00, E8-C8-29-CB-90-21",Windows 11,LENOVO,2026-03-05T21:58:54Z,Managed,aea93c3f11c04f9790429599019b3ea5,hollywood grande,Default-First-Site-Name,Windows,hollywood grande,laptop-on4dbl86,LAPTOP-HCTSRKNA,OpenVPN 2.6.12-I001 amd64,2.6.1201
laptop-on4dbl86,eb1b27a9dd534c939ff995bb7d1b6383,"04-7B-CB-FF-98-37, 00-15-5D-47-08-7E, 00-15-5D-35-21-21, 00-15-5D-09-54-00, E8-C8-29-CB-90-21",Windows 11,LENOVO,2026-03-05T21:58:54Z,Managed,aea93c3f11c04f9790429599019b3ea5,hollywood grande,Default-First-Site-Name,Windows,hollywood grande,laptop-on4dbl86,LAPTOP-HCTSRKNA,NVIDIA PhysX System Software 9.21.0713,9.21.0713
laptop-on4dbl86,eb1b27a9dd534c939ff995bb7d1b6383,"04-7B-CB-FF-98-37, 00-15-5D-47-08-7E, 00-15-5D-35-21-21, 00-15-5D-09-54-00, E8-C8-29-CB-90-21",Windows 11,LENOVO,2026-03-05T21:58:54Z,Managed,aea93c3f11c04f9790429599019b3ea5,hollywood grande,Default-First-Site-Name,Windows,hollywood grande,laptop-on4dbl86,LAPTOP-HCTSRKNA,NVIDIA Omniverse Launcher 1.9.10,1.9.10
laptop-on4dbl86,eb1b27a9dd534c939ff995bb7d1b6383,"04-7B-CB-FF-98-37, 00-15-5D-47-08-7E, 00-15-5D-35-21-21, 00-15-5D-09-54-00, E8-C8-29-CB-90-21",Windows 11,LENOVO,2026-03-05T21:58:54Z,Managed,aea93c3f11c04f9790429599019b3ea5,hollywood grande,Default-First-Site-Name,Windows,hollywood grande,laptop-on4dbl86,LAPTOP-HCTSRKNA,NVIDIA Graphics Driver 566.26,566.26
laptop-on4dbl86,eb1b27a9dd534c939ff995bb7d1b6383,"04-7B-CB-FF-98-37, 00-15-5D-47-08-7E, 00-15-5D-35-21-21, 00-15-5D-09-54-00, E8-C8-29-CB-90-21",Windows 11,LENOVO,2026-03-05T21:58:54Z,Managed,aea93c3f11c04f9790429599019b3ea5,hollywood grande,Default-First-Site-Name,Windows,hollywood grande,laptop-on4dbl86,LAPTOP-HCTSRKNA,NVIDIA GeForce Experience 3.28.0.417,3.28.0.417
laptop-on4dbl86,eb1b27a9dd534c939ff995bb7d1b6383,"04-7B-CB-FF-98-37, 00-15-5D-47-08-7E, 00-15-5D-35-21-21, 00-15-5D-09-54-00, E8-C8-29-CB-90-21",Windows 11,LENOVO,2026-03-05T21:58:54Z,Managed,aea93c3f11c04f9790429599019b3ea5,hollywood grande,Default-First-Site-Name,Windows,hollywood grande,laptop-on4dbl86,LAPTOP-HCTSRKNA,NVIDIA FrameView SDK 1.3.8513.32290073,1.3.8513.32290073
laptop-on4dbl86,eb1b27a9dd534c939ff995bb7d1b6383,"04-7B-CB-FF-98-37, 00-15-5D-47-08-7E, 00-15-5D-35-21-21, 00-15-5D-09-54-00, E8-C8-29-CB-90-21",Windows 11,LENOVO,2026-03-05T21:58:54Z,Managed,aea93c3f11c04f9790429599019b3ea5,hollywood grande,Default-First-Site-Name,Windows,hollywood grande,laptop-on4dbl86,LAPTOP-HCTSRKNA,NVIDIA Broadcast 1.4.0.39,1.4.0.39
